"NGA","PolID","Date","PropCoded","PolPop","PolTerr","CapPop","AdmLev","MilLev","ReligLev","SettlHier","ProfOfficer","ProfSoldier","ProfPriest","FullTBur","ExamSyst","MeritProm","GovtBldg","Court","LegCode","Judge","Lawyer","Irrigation","WaterSuppl","Market","FoodStor","Road","Bridge","Canal","Port","Mine","Courier","PostStation","PostService","Mnemonic","NonWRecord","WRecord","Script","NonPhWrit","PhAlph","Lists","Calendar","SacrTxt","ReligLit","PractLit","History","Philosophy","SciLit","Fiction","Article","Token","PrecMetal","ForCoin","IndigCoin","PaperCurr","SpecFreqLR","PartFreqLR","AudFreqLR","OrthopraxyLR","OrthodoxyLR","SpecFreqWR","PartFreqWR","AudFreqWR","OrthopraxyWR","OrthodoxyWR","SpecFreqFR","PartFreqFR","AudFreqFR","OrthopraxyFR","OrthodoxyFR","SpecFreqER","PartFreqER","AudFreqER","OrthopraxyER","OrthodoxyER","SpecFreqDR","PartFreqDR","AudFreqDR","OrthopraxyDR","OrthodoxyDR","Monotheism","Omnipresence","Omniscience","Omnipotence","HighGods","SEHarm","SEFair","SERecip","SEProperty","SEKinship","SEIngroup","SERespect","SEBravery","SEPurity","SEGeneral","SEAmoral","SEAmoral","HeredStatus"
"Kansai","JpKofun","300","76.5","142323.727121932","5384.79784057692",NA,"3.98633347437532","3","1","3","0.9","1","0.9","0","0.1",NA,"1",NA,NA,NA,"0","1",NA,NA,"1","0",NA,"0.1","0","0.9",NA,"0.1","0.1",NA,"0.9","0.1","0.1","0.1","0.1","0.1","0.1","0","0","0.1","0.1","0.1","0.1","1","1",NA,NA,"1","0","0","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kansai","JpKofun","400","76.5","216672.183744427","5384.79784057692",NA,"3.98633347437532","3.25203870333269","1","3","0.9","1","0.9","0","0.1",NA,"1",NA,NA,NA,"0","1",NA,NA,"1","0",NA,"0.1","0","0.9",NA,"0.1","0.1",NA,"0.9","1","0","1","0.1","0","0","0.1","0.1","1","0.9","1","0.1","1","1",NA,NA,"1","0","0","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kansai","JpKofun","500","76.5","328280.474479683","5384.79784057692",NA,"3.98633347437532","3.25203870333269","1","3","0.9","1","0.9","0","0.1",NA,"1",NA,NA,NA,"0","1",NA,NA,"1","0.9",NA,"0.1","0.9","0.9",NA,"0.1","0.1",NA,"0.9","1","1","1","0.1","1","1","0.1","0.1","1","0.9","1","0.1","1","1",NA,NA,"1","0","0","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kansai","JpAsuka","600","84.3","1758449.03973784","111966.146581595",NA,"4.48882387078123","4.23084251883102","1.75357196224257","4","0.9","1","1","0.9","1","1","0.9",NA,"1","1","0","1",NA,NA,"0.9","0.9","1","1","0.9","0.9","0","1","0.1",NA,"1","1","1","1","0.1","1","1",NA,"0.9","1","1","1",NA,"1","1",NA,"0.9","0.9","1","0","2","2",NA,NA,NA,"3","3",NA,NA,NA,"6","6",NA,NA,NA,"2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"1","1",NA,NA,"0.1",NA,NA,NA,NA,NA,NA,NA
"Kansai","JpAsuka","700","84.3","2681249.36263939","111966.146581595",NA,"4.48882387078123","4.23084251883102","1.75357196224257","4","0.9","1","1","0.9","1","1","0.9",NA,"1","1","0","1",NA,NA,"0.9","0.9","1","1","0.9","0.9","0","1","0.1",NA,"1","1","1","1","0.1","1","1",NA,"0.9","1","1","1",NA,"1","1",NA,"0.9","0.9","1","0","2","2",NA,NA,NA,"3","3",NA,NA,NA,"6","6",NA,NA,NA,"2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"1","1",NA,NA,"0.1",NA,NA,NA,NA,NA,NA,NA
"Kansai","JpHeian","800","92.2","4000000","404871.940443934","200000","5","4.47381823773808","2.18457495520387","4","0.9","1","1","1","1","1","1",NA,"1","1","0","1","0","1","1","1","1","1","1","1","1","1","0",NA,NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","1","0","2","2",NA,NA,NA,"3","3",NA,NA,NA,"6","6",NA,NA,NA,"2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"1","0.9",NA,NA,"0.1",NA,NA,NA,NA,NA,NA,NA
"Kansai","JpHeian","900","92.2","5030160.70060753","404871.940443934","200000","5","4.47381823773808","2.18457495520387","4","0.9","1","1","1","1","1","1",NA,"1","1","0","1","0","1","1","1","1","1","1","1","1","1","0",NA,NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","1","0","2","2",NA,NA,NA,"3","3",NA,NA,NA,"6","6",NA,NA,NA,"2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"1","0.9",NA,NA,"0.1",NA,NA,NA,NA,NA,NA,NA
"Kansai","JpHeian","1000","92.2","4565199.61494681","404871.940443934","175000","5","4.47381823773808","2.18457495520387","4","0.9","1","1","1","1","1","1",NA,"1","1","0","1","0","1","1","1","1","1","1","1","1","1","0",NA,NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","1","0","2","2",NA,NA,NA,"3","3",NA,NA,NA,"6","6",NA,NA,NA,"2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"1","0.9",NA,NA,"0.1",NA,NA,NA,NA,NA,NA,NA
"Kansai","JpHeian","1100","92.2","5732338.89488709","404871.940443934","175000","5","4.47381823773808","2.18457495520387","4","0.9","1","1","1","1","1","1",NA,"1","1","0","1","0","1","1","1","1","1","1","1","1","1","0",NA,NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","1","0","2","2",NA,NA,NA,"3","3",NA,NA,NA,"6","6",NA,NA,NA,"2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"1","0.9",NA,NA,"0.1",NA,NA,NA,NA,NA,NA,NA
"Kansai","JpKamak","1200","92.2","5857660.07643338","295000","201599.336843399","6.01764821635784","4.35809231763502","3","5","1","1","1","1","0.1","0","1","1","1","1","0","1",NA,"1","1","1","1","1","1","1","1","1","0",NA,NA,"1","1","1","1","1","1","1","1","0.9","1","0.9","1","1","1",NA,"1","1","0","0","3","3",NA,NA,NA,"3","3",NA,NA,NA,"6","6",NA,NA,NA,"3","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"1","0.9",NA,NA,"0.1",NA,NA,NA,NA,NA,NA,NA
"Kansai","JpKamak","1300","92.2","5776633.60063269","295000","117858.318106751","6.01764821635784","4.35809231763502","3","5","1","1","1","1","0.1","0","1","1","1","1","0","1",NA,"1","1","1","1","1","1","1","1","1","0",NA,NA,"1","1","1","1","1","1","1","1","0.9","1","0.9","1","1","0",NA,"1","1","0","0","3","3",NA,NA,NA,"3","3",NA,NA,NA,"6","6",NA,NA,NA,"3","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"1","0.9",NA,NA,"0.1",NA,NA,NA,NA,NA,NA,NA
"Kansai","JpAshik","1400","94.1","12500000","295000","150000","6.92244753295201","5.78697656446099","1.59283498167597","6","1","1","1","1","0","0","1","0.9","1",NA,"0","1","1","1","1","1","1","1","1","1","1","1","0",NA,"1","1","1","1","1","1","1","1","1","1","1","0.9","1","1","1",NA,"1","1","0","0","3","3","3",NA,NA,"3","3","3",NA,NA,"6","6",NA,NA,NA,"3","3","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"1","0.9",NA,NA,"0.1",NA,NA,NA,NA,NA,NA,NA
"Kansai","JpSengk","1500","90.2","17000000","15000","40000","4.5320767288415","6","1.22696846937273","5.63406099728115","0","0","1","1","0","0","1","0.9","1",NA,"0","0.9",NA,"0.9","1","0.9","0.9","0.9","0.9","0.9","1",NA,"0.1","0.9","1","1","1","1","1","1","1","0.9","1","0.9","0.9","0.9","0.9","0.9","1",NA,"0.9",NA,"1","0.1","3","3","3",NA,NA,"3","3","3",NA,NA,"6","6",NA,NA,NA,"3","3","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"1","0.9",NA,NA,"0.1",NA,NA,NA,NA,NA,NA,NA
"Kansai","JpAzMom","1600","94.1","25000000","295000","100000","5.16341933177971","5.2632001988068","2.19470513217199","5","1","1","1","1","0.1","0.1","1","0.9","1",NA,"0","1","1","1","1","1","1","1","1","1","1","1","0.1",NA,"0.9","1","1","1","1","1","1","1","1","1","1","0.9","1","1","1",NA,"1","1","1","0","3","3","3",NA,NA,"3","3","3",NA,NA,"6","6",NA,NA,NA,"3","3","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"1","0.9",NA,NA,"0.1",NA,NA,NA,NA,NA,NA,NA
"Kansai","JpTokgw","1700","72.5","29000000","295000","1300000","7.54999852802289","6","2.60396182245177","6","1","1","1",NA,NA,NA,NA,"1","1","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","0","1","1","1","1",NA,NA,NA,"3","3","3",NA,NA,"6","6",NA,NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"1","0.9",NA,NA,"0.1",NA,NA,NA,NA,NA,NA,NA
"Kansai","JpTokgw","1800","72.5","32000000","295000","1400000","7.54999852802289","6","2.60396182245177","6","1","1","1",NA,NA,NA,NA,"1","1","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","0","1","1","1","1",NA,NA,NA,"3","3","3",NA,NA,"6","6",NA,NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"1","0.9",NA,NA,"0.1",NA,NA,NA,NA,NA,NA,NA
"Kapuasi Basin","IdBrokE","1700","96.1","500",NA,"500","1","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1","0","0","0","0","0","0","0","0","0","1","1","0","0",NA,"0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","2",NA,NA,NA,NA,"6","6",NA,NA,NA,"6","6",NA,NA,"1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"0.9","0.9",NA,NA,"0.9",NA,NA,NA,NA,NA,NA,NA
"Kapuasi Basin","IdBrokE","1800","96.1","500",NA,"500","1","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1","0","0","0","0","0","0","0","0","0","1","1","0","0",NA,"0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","2",NA,NA,NA,NA,"6","6",NA,NA,NA,"6","6",NA,NA,"1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"0.9","0.9",NA,NA,"0.9",NA,NA,NA,NA,NA,NA,NA
"Kapuasi Basin","IdBrokL","1900","96.1",NA,"124450","500","3","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0",NA,"0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","2","2",NA,NA,NA,NA,"6","6",NA,NA,NA,"6","6",NA,NA,"1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"0.9","0.9",NA,NA,"0.9",NA,NA,NA,NA,NA,NA,NA
"Konya Plain","TrNeoER","-9600","47.1",NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,"0","0","0",NA,"0","0",NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Konya Plain","TrNeoER","-9500","47.1",NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,"0","0","0",NA,"0","0",NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Konya Plain","TrNeoER","-9400","47.1",NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,"0","0","0",NA,"0","0",NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Konya Plain","TrNeoER","-9300","47.1",NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,"0","0","0",NA,"0","0",NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Konya Plain","TrNeoER","-9200","47.1",NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,"0","0","0",NA,"0","0",NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Konya Plain","TrNeoER","-9100","47.1",NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,"0","0","0",NA,"0","0",NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Konya Plain","TrNeoER","-9000","47.1",NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,"0","0","0",NA,"0","0",NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Konya Plain","TrNeoER","-8900","47.1",NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,"0","0","0",NA,"0","0",NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Konya Plain","TrNeoER","-8800","47.1",NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,"0","0","0",NA,"0","0",NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Konya Plain","TrNeoER","-8700","47.1",NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,"0","0","0",NA,"0","0",NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Konya Plain","TrNeoER","-8600","47.1",NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,"0","0","0",NA,"0","0",NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Konya Plain","TrNeoER","-8500","47.1",NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,"0","0","0",NA,"0","0",NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Konya Plain","TrNeoER","-8400","47.1",NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,"0","0","0",NA,"0","0",NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Konya Plain","TrNeoER","-8300","47.1",NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,"0","0","0",NA,"0","0",NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Konya Plain","TrNeoER","-8200","47.1",NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,"0","0","0",NA,"0","0",NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Konya Plain","TrNeoER","-8100","47.1",NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,"0","0","0",NA,"0","0",NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Konya Plain","TrNeoER","-8000","47.1",NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,"0","0","0",NA,"0","0",NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Konya Plain","TrNeoER","-7900","47.1",NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,"0","0","0",NA,"0","0",NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Konya Plain","TrNeoER","-7800","47.1",NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,"0","0","0",NA,"0","0",NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Konya Plain","TrNeoER","-7700","47.1",NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,"0","0","0",NA,"0","0",NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Konya Plain","TrNeoER","-7600","47.1",NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,"0","0","0",NA,"0","0",NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Konya Plain","TrNeoER","-7500","47.1",NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,"0","0","0",NA,"0","0",NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Konya Plain","TrNeoER","-7400","47.1",NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,"0","0","0",NA,"0","0",NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Konya Plain","TrNeoER","-7300","47.1",NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,"0","0","0",NA,"0","0",NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Konya Plain","TrNeoER","-7200","47.1",NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,"0","0","0",NA,"0","0",NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Konya Plain","TrNeoER","-7100","47.1",NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,"0","0","0",NA,"0","0",NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Konya Plain","TrNeoCR","-7000","51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,"0","0","0","0",NA,NA,NA,NA,"1",NA,"0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
